카이사	카이사		34.87118326127529
블리츠크랭크	블리츠크랭크		31.355605147778988
그레이브즈	그레이브즈		30.39320540986955
사미라	사미라		29.08113692700863
신드라	신드라		28.983963057398796
아트록스	아트록스		28.594689287245274
킨드레드	킨드레드		28.1697913184762
니달리	니달리		27.63479543477297
쓰레쉬	쓰레쉬		27.26859560608864
케이틀린	케이틀린		26.827223040163517
조이	조이		26.686392679810524
트리스타나	트리스타나		26.66869719326496
노틸러스	노틸러스		26.65233563631773
이즈리얼	이즈리얼		26.515528686344624
아무무	아무무		26.337048418819904
마오카이	마오카이		25.969832256436348
세주아니	세주아니		25.964919354766607
헤카림	헤카림		25.7425002977252
다리우스	다리우스		25.598027907311916
카서스	카서스		25.491409853100777
벨베스	벨베스		25.469415724277496
카밀	카밀		25.400059267878532
피오라	피오라		25.390177443623543
벡스	벡스		25.180011920630932
엘리스	엘리스		25.176701441407204
에코	에코		25.097258493304253
룰루	룰루		25.040819134563208
렐	렐		25.039357870817184
탈리야	탈리야		24.974243700504303
렉사이	렉사이		24.961947806179523
카타리나	카타리나		24.95788222551346
파이크	파이크		24.92803205549717
미스포츈	미스포츈		24.83637086302042
이렐리아	이렐리아		24.776571556925774
드레이븐	드레이븐		24.721310943365097
사일러스	사일러스		24.650415816809982
잭스	잭스		24.644317269325256
럼블	럼블		24.60350524634123
갱플랭크	갱플랭크		24.525756359100342
뽀삐	뽀삐		24.285119391977787
세트	세트		24.192985348403454
갈리오	갈리오		24.164250269532204
레넥톤	레넥톤		24.131499111652374
바루스	바루스		24.114925861358643
유미	유미		24.099714934825897
카르마	카르마		24.048865608870983
제드	제드		24.010517224669456
징크스	징크스		23.926394380629063
쉔	쉔		23.831316970288754
탈론	탈론		23.823093958199024
애쉬	애쉬		23.813190959393978
레오나	레오나		23.80260306596756
빅토르	빅토르		23.692081823945045
아크샨	아크샨		23.674245096743107
레타나 글라스크	레타나 글라스크		23.67284755408764
스웨인	스웨인		23.663099728524685
루시안	루시안		23.64325851947069
키아나	키아나		23.509634859859943
아칼리	아칼리		23.39418662711978
샤코	샤코		23.38848339766264
렝가	렝가		23.37314546853304
리 신	리 신		23.37054356187582
자야	자야		23.28379938751459
하이머딩거	하이머딩거		23.260322973132133
칼리스타	칼리스타		23.234206773340702
진	진		23.20993973687291
올라프	올라프		23.14705603569746
비에고	비에고		23.07419846346602
나미	나미		23.030160784721375
요네	요네		22.996209654957056
르블랑	르블랑		22.945927940309048
카시오페아	카시오페아		22.94431584328413
이블린	이블린		22.940440632402897
닐라	닐라		22.918072447180748
나서스	나서스		22.867526829242706
신지드	신지드		22.86157665401697
자크	자크		22.769865948706865
바드	바드		22.665923222899437
리븐	리븐		22.58842122554779
그라가스	그라가스		22.56646253168583
자이라	자이라		22.441704154014587
제이스	제이스		22.439367823302746
케인	케인		22.433523401618004
워윅	워윅		22.431208342313766
라칸	라칸		22.419159539043903
질리언	질리언		22.38674007356167
타릭	타릭		22.326912462711334
블라디미르	블라디미르		22.31384025514126
제라스	제라스		22.257111340761185
애니비아	애니비아		22.242980405688286
트위스티드 페이트	트위스티드 페이트		22.217266470193863
누누와 윌럼프	누누와 윌럼프		22.217174544930458
알리스타	알리스타		22.141282107681036
우르곳	우르곳		22.132635422050953
직스	직스		22.122633673250675
모데카이저	모데카이저		22.119563221931458
마스터 이	마스터 이		22.10584156960249
오른	오른		22.090757608413696
트위치	트위치		22.087390758097172
클레드	클레드		22.084397844970226
소라카	소라카		22.02626458182931
케넨	케넨		22.023010529577732
모르가나	모르가나		21.990795731544495
잔나	잔나		21.949651941657066
야스오	야스오		21.92215935140848
피즈	피즈		21.900271020829678
시비르	시비르		21.89036802202463
나르	나르		21.870018504559994
오리아나	오리아나		21.85508981347084
럭스	럭스		21.836476773023605
오공	오공		21.820651657879353
아리	아리		21.817341215908527
다이애나	다이애나		21.816120117902756
사이온	사이온		21.797245733439922
니코	니코		21.763668701052666
판테온	판테온		21.762581780552864
베이가	베이가		21.728425733745098
자르반 4세	자르반 4세		21.695794716477394
코그모	코그모		21.659005850553513
피들스틱	피들스틱		21.658243663609028
브라움	브라움		21.644740663468838
리산드라	리산드라		21.637915194034576
람머스	람머스		21.630793184041977
카사딘	카사딘		21.626600444316864
트린다미어	트린다미어		21.540946148335934
세나	세나		21.539393343031406
벨코즈	벨코즈		21.517024897038937
말자하	말자하		21.511222921311855
아우렐리온 솔	아우렐리온 솔		21.499816209077835
탐 켄치	탐 켄치		21.47449781000614
요릭	요릭		21.466620437800884
우디르	우디르		21.458785600960255
퀸	퀸		21.430685944855213
트런들	트런들		21.40729420632124
문도 박사	문도 박사		21.401809819042683
릴리아	릴리아		21.37373125553131
일라오이	일라오이		21.361908338963985
가렌	가렌		21.322148121893406
브랜드	브랜드		21.296956330537796
신 짜오	신 짜오		21.28029139339924
볼리베어	볼리베어		21.27639503777027
아이번	아이번		21.276204451918602
세라핀	세라핀		21.262906409800053
애니	애니		21.257767625153065
라이즈	라이즈		21.199168533086777
말파이트	말파이트		21.18765612691641
베인	베인		21.182094149291515
케일	케일		21.176531814038754
초가스	초가스		21.176164858043194
소나	소나		21.15754460543394
쉬바나	쉬바나		21.093425661325455
그웬	그웬		21.07805947959423
코르키	코르키		21.06459880620241
녹턴	녹턴		20.976114064455032
아지르	아지르		20.97151906788349
티모	티모		20.965632252395153
바이	바이		20.949715487658978
제리	제리		20.944470919668674
스카너	스카너		20.915623001754284
카직스	카직스		20.88056380301714
아펠리오스	아펠리오스		20.851003048941493
