블리츠크랭크	블리츠크랭크		72.69204145669937
트리스타나	트리스타나		71.5986160337925
사미라	사미라		71.44636687636375
조이	조이		71.15570971369743
킨드레드	킨드레드		70.94809693098068
렐	렐		70.62975797057152
카서스	카서스		70.56055372953415
렉사이	렉사이		70.39446377754211
신드라	신드라		70.18685126304626
아무무	아무무		70.08996546268463
니달리	니달리		69.85467115044594
엘리스	엘리스		69.81314891576767
다리우스	다리우스		69.73010393977165
헤카림	헤카림		69.61937728524208
쓰레쉬	쓰레쉬		69.55017304420471
마오카이	마오카이		69.38408306241035
드레이븐	드레이븐		69.30103808641434
탈리야	탈리야		69.12110731005669
카타리나	카타리나		69.06574401259422
카밀	카밀		69.03806236386299
벡스	벡스		69.02422147989273
벨베스	벨베스		68.94117683172226
이블린	이블린		68.9134950041771
잭스	잭스		68.91349476575851
갈리오	갈리오		68.84429064393044
뽀삐	뽀삐		68.84429052472115
올라프	올라프		68.775086581707
키아나	키아나		68.74740487337112
렝가	렝가		68.74740475416183
스웨인	스웨인		68.71972325444221
쉔	쉔		68.60899674892426
럼블	럼블		68.59515577554703
닐라	닐라		68.53979253768921
갱플랭크	갱플랭크		68.5259515941143
미스포츈	미스포츈		68.5259515941143
아크샨	아크샨		68.47058829665184
샤코	샤코		68.41522508859634
신지드	신지드		68.38754343986511
우르곳	우르곳		68.332180082798
자이라	자이라		68.27681675553322
직스	직스		68.23529422283173
카시오페아	카시오페아		68.23529413342476
리븐	리븐		68.22145348787308
워윅	워윅		68.15224903821945
타릭	타릭		68.11072662472725
레타나 글라스크	레타나 글라스크		68.06920430064201
바드	바드		68.0415228009224
트위스티드 페이트	트위스티드 페이트		67.94463676214218
아우렐리온 솔	아우렐리온 솔		67.88927340507507
베이가	베이가		67.84775081276894
레오나	레오나		67.83391010761261
자야	자야		67.83391010761261
피오라	피오라		67.83391007781029
잔나	잔나		67.82006931304932
코그모	코그모		67.82006922364235
사이온	사이온		67.80622828006744
애니비아	애니비아		67.79238778352737
징크스	징크스		67.7508652806282
질리언	질리언		67.75086522102356
노틸러스	노틸러스		67.73702427744865
트위치	트위치		67.70934262871742
나서스	나서스		67.70934242010117
클레드	클레드		67.68166100978851
니코	니코		67.68166097998619
세주아니	세주아니		67.65397953987122
오리아나	오리아나		67.64013865590096
피즈	피즈		67.64013853669167
블라디미르	블라디미르		67.6401384472847
에코	에코		67.64013838768005
애니	애니		67.58477503061295
카이사	카이사		67.57093447446823
말자하	말자하		67.57093435525894
요릭	요릭		67.57093432545662
이렐리아	이렐리아		67.55709344148636
바루스	바루스		67.55709341168404
칼리스타	칼리스타		67.5432525575161
그레이브즈	그레이브즈		67.54325253516436
탈론	탈론		67.52941170334816
케넨	케넨		67.51557087898254
오공	오공		67.51557078957558
누누와 윌럼프	누누와 윌럼프		67.50173020362854
케인	케인		67.5017301440239
파이크	파이크		67.48788937926292
퀸	퀸		67.47404855489731
모데카이저	모데카이저		67.46020755171776
벨코즈	벨코즈		67.46020737290382
나미	나미		67.4463669359684
탐 켄치	탐 켄치		67.44636675715446
트런들	트런들		67.40484446287155
문도 박사	문도 박사		67.39100354909897
리산드라	리산드라		67.37716269493103
소나	소나		67.36332190036774
케일	케일		67.36332181096077
세나	세나		67.36332178115845
초가스	초가스		67.33564004302025
코르키	코르키		67.30795842409134
아이번	아이번		67.26643604040146
세트	세트		67.26643598079681
하이머딩거	하이머딩거		67.25259539484978
카사딘	카사딘		67.2525951564312
쉬바나	쉬바나		67.25259506702423
자르반 4세	자르반 4세		67.23875421285629
브라움	브라움		67.21107280254364
일라오이	일라오이		67.19723191857338
제리	제리		67.18339115381241
자크	자크		67.18339109420776
볼리베어	볼리베어		67.1833910048008
제라스	제라스		67.1695502102375
제이스	제이스		67.15570935606956
브랜드	브랜드		67.1557092666626
스카너	스카너		67.12802746891975
라칸	라칸		67.10034614801407
트린다미어	트린다미어		67.0865053832531
나르	나르		67.07266452908516
아트록스	아트록스		67.05882358551025
피들스틱	피들스틱		67.00346004962921
레넥톤	레넥톤		66.98961940407753
릴리아	릴리아		66.97577860951424
신 짜오	신 짜오		66.97577854990959
우디르	우디르		66.96193781495094
람머스	람머스		66.92041516304016
마스터 이	마스터 이		66.86505204439163
룰루	룰루		66.86505172029138
카르마	카르마		66.85121130943298
애쉬	애쉬		66.79584777355194
세라핀	세라핀		66.78200677037239
티모	티모		66.78200674057007
녹턴	녹턴		66.7543253004551
케이틀린	케이틀린		66.71280293166637
말파이트	말파이트		66.69896203279495
알리스타	알리스타		66.62975776195526
판테온	판테온		66.60207611322403
르블랑	르블랑		66.58823518455029
제드	제드		66.56055381894112
소라카	소라카		66.54671290516853
가렌	가렌		66.4913495182991
그라가스	그라가스		66.49134939908981
모르가나	모르가나		66.47750878334045
아리	아리		66.38062292337418
오른	오른		66.33910045027733
다이애나	다이애나		66.32525962591171
럭스	럭스		66.2837370634079
라이즈	라이즈		66.21453285217285
이즈리얼	이즈리얼		66.21453283727169
빅토르	빅토르		66.159169703722
진	진		66.15916961431503
카직스	카직스		66.13148784637451
시비르	시비르		65.97923880815506
베인	베인		65.97923880815506
바이	바이		65.75778543949127
그웬	그웬		65.60553649067879
야스오	야스오		65.60553631186485
루시안	루시안		65.4394464045763
유미	유미		65.27335651218891
아지르	아지르		65.10726648569107
아칼리	아칼리		63.51557104289532
요네	요네		63.501730024814606
비에고	비에고		63.031142085790634
리 신	리 신		62.23148799687624
아펠리오스	아펠리오스		61.577854823321104
사일러스	사일러스		61.31799329072237
