championName,championId,Win,Lose,vs아트록스(승),vs아트록스(패),vs아리(승),vs아리(패),vs아칼리(승),vs아칼리(패),vs아크샨(승),vs아크샨(패),vs알리스타(승),vs알리스타(패),vs아무무(승),vs아무무(패),vs애니비아(승),vs애니비아(패),vs애니(승),vs애니(패),vs아펠리오스(승),vs아펠리오스(패),vs애쉬(승),vs애쉬(패),vs아우렐리온 솔(승),vs아우렐리온 솔(패),vs아지르(승),vs아지르(패),vs바드(승),vs바드(패),vs벨베스(승),vs벨베스(패),vs블리츠크랭크(승),vs블리츠크랭크(패),vs브랜드(승),vs브랜드(패),vs브라움(승),vs브라움(패),vs케이틀린(승),vs케이틀린(패),vs카밀(승),vs카밀(패),vs카시오페아(승),vs카시오페아(패),vs초가스(승),vs초가스(패),vs코르키(승),vs코르키(패),vs다리우스(승),vs다리우스(패),vs다이애나(승),vs다이애나(패),vs드레이븐(승),vs드레이븐(패),vs문도 박사(승),vs문도 박사(패),vs에코(승),vs에코(패),vs엘리스(승),vs엘리스(패),vs이블린(승),vs이블린(패),vs이즈리얼(승),vs이즈리얼(패),vs피들스틱(승),vs피들스틱(패),vs피오라(승),vs피오라(패),vs피즈(승),vs피즈(패),vs갈리오(승),vs갈리오(패),vs갱플랭크(승),vs갱플랭크(패),vs가렌(승),vs가렌(패),vs나르(승),vs나르(패),vs그라가스(승),vs그라가스(패),vs그레이브즈(승),vs그레이브즈(패),vs그웬(승),vs그웬(패),vs헤카림(승),vs헤카림(패),vs하이머딩거(승),vs하이머딩거(패),vs일라오이(승),vs일라오이(패),vs이렐리아(승),vs이렐리아(패),vs아이번(승),vs아이번(패),vs잔나(승),vs잔나(패),vs자르반 4세(승),vs자르반 4세(패),vs잭스(승),vs잭스(패),vs제이스(승),vs제이스(패),vs진(승),vs진(패),vs징크스(승),vs징크스(패),vs카이사(승),vs카이사(패),vs칼리스타(승),vs칼리스타(패),vs카르마(승),vs카르마(패),vs카서스(승),vs카서스(패),vs카사딘(승),vs카사딘(패),vs카타리나(승),vs카타리나(패),vs케일(승),vs케일(패),vs케인(승),vs케인(패),vs케넨(승),vs케넨(패),vs카직스(승),vs카직스(패),vs킨드레드(승),vs킨드레드(패),vs클레드(승),vs클레드(패),vs코그모(승),vs코그모(패),vs르블랑(승),vs르블랑(패),vs리 신(승),vs리 신(패),vs레오나(승),vs레오나(패),vs릴리아(승),vs릴리아(패),vs리산드라(승),vs리산드라(패),vs루시안(승),vs루시안(패),vs룰루(승),vs룰루(패),vs럭스(승),vs럭스(패),vs말파이트(승),vs말파이트(패),vs말자하(승),vs말자하(패),vs마오카이(승),vs마오카이(패),vs마스터 이(승),vs마스터 이(패),vs미스포츈(승),vs미스포츈(패),vs오공(승),vs오공(패),vs모데카이저(승),vs모데카이저(패),vs모르가나(승),vs모르가나(패),vs나미(승),vs나미(패),vs나서스(승),vs나서스(패),vs노틸러스(승),vs노틸러스(패),vs니코(승),vs니코(패),vs니달리(승),vs니달리(패),vs닐라(승),vs닐라(패),vs녹턴(승),vs녹턴(패),vs누누와 윌럼프(승),vs누누와 윌럼프(패),vs올라프(승),vs올라프(패),vs오리아나(승),vs오리아나(패),vs오른(승),vs오른(패),vs판테온(승),vs판테온(패),vs뽀삐(승),vs뽀삐(패),vs파이크(승),vs파이크(패),vs키아나(승),vs키아나(패),vs퀸(승),vs퀸(패),vs라칸(승),vs라칸(패),vs람머스(승),vs람머스(패),vs렉사이(승),vs렉사이(패),vs렐(승),vs렐(패),vs레타나 글라스크(승),vs레타나 글라스크(패),vs레넥톤(승),vs레넥톤(패),vs렝가(승),vs렝가(패),vs리븐(승),vs리븐(패),vs럼블(승),vs럼블(패),vs라이즈(승),vs라이즈(패),vs사미라(승),vs사미라(패),vs세주아니(승),vs세주아니(패),vs세나(승),vs세나(패),vs세라핀(승),vs세라핀(패),vs세트(승),vs세트(패),vs샤코(승),vs샤코(패),vs쉔(승),vs쉔(패),vs쉬바나(승),vs쉬바나(패),vs신지드(승),vs신지드(패),vs사이온(승),vs사이온(패),vs시비르(승),vs시비르(패),vs스카너(승),vs스카너(패),vs소나(승),vs소나(패),vs소라카(승),vs소라카(패),vs스웨인(승),vs스웨인(패),vs사일러스(승),vs사일러스(패),vs신드라(승),vs신드라(패),vs탐 켄치(승),vs탐 켄치(패),vs탈리야(승),vs탈리야(패),vs탈론(승),vs탈론(패),vs타릭(승),vs타릭(패),vs티모(승),vs티모(패),vs쓰레쉬(승),vs쓰레쉬(패),vs트리스타나(승),vs트리스타나(패),vs트런들(승),vs트런들(패),vs트린다미어(승),vs트린다미어(패),vs트위스티드 페이트(승),vs트위스티드 페이트(패),vs트위치(승),vs트위치(패),vs우디르(승),vs우디르(패),vs우르곳(승),vs우르곳(패),vs바루스(승),vs바루스(패),vs베인(승),vs베인(패),vs베이가(승),vs베이가(패),vs벨코즈(승),vs벨코즈(패),vs벡스(승),vs벡스(패),vs바이(승),vs바이(패),vs비에고(승),vs비에고(패),vs빅토르(승),vs빅토르(패),vs블라디미르(승),vs블라디미르(패),vs볼리베어(승),vs볼리베어(패),vs워윅(승),vs워윅(패),vs자야(승),vs자야(패),vs제라스(승),vs제라스(패),vs신 짜오(승),vs신 짜오(패),vs야스오(승),vs야스오(패),vs요네(승),vs요네(패),vs요릭(승),vs요릭(패),vs유미(승),vs유미(패),vs자크(승),vs자크(패),vs제드(승),vs제드(패),vs제리(승),vs제리(패),vs직스(승),vs직스(패),vs질리언(승),vs질리언(패),vs조이(승),vs조이(패),vs자이라(승),vs자이라(패)
쉔,98,103,112,2,10,0,2,5,6,6,3,1,7,6,6,0,0,0,0,9,5,2,3,0,0,5,3,1,5,0,2,1,8,0,0,2,3,9,8,3,7,1,2,1,0,0,0,5,1,1,3,5,4,2,1,3,2,2,2,0,1,12,9,2,1,2,6,0,0,4,8,5,6,0,1,7,3,4,8,16,14,0,3,4,8,4,0,1,0,8,7,0,1,1,1,2,0,4,3,1,2,5,3,3,4,18,24,9,3,7,7,2,3,1,1,1,3,0,0,3,1,4,4,3,3,6,8,1,1,3,0,3,3,14,10,4,9,5,3,1,0,0,3,10,5,2,2,0,0,0,0,13,14,0,1,5,7,1,0,1,3,4,0,0,0,1,0,16,6,0,1,11,10,2,3,0,4,1,1,4,1,2,1,3,4,2,2,2,1,5,7,5,4,0,1,4,3,2,0,2,2,7,6,3,4,6,4,0,4,1,4,4,5,0,2,4,6,8,5,0,2,1,2,13,8,3,1,-1,-1,1,1,1,2,1,2,2,5,0,1,0,0,2,2,0,1,7,15,9,4,0,0,16,7,6,5,1,1,0,0,8,11,3,5,0,1,0,0,1,2,1,0,0,2,1,1,5,10,1,3,2,0,1,0,3,1,1,4,7,10,6,13,2,3,0,0,0,1,0,6,0,1,0,0,8,2,9,7,0,1,5,10,4,0,4,5,1,0,1,3,1,0,4,8,0,0
쉬바나,102,10,11,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,1,1,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,3,2,2,1,0,1,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,3,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,-1,-1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,2,1,0,0,0,2,0,0,0,0,1,0,1,3,0,0,1,0,0,0,0,0,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,2,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
신지드,27,49,36,4,6,0,0,3,1,1,2,4,1,2,3,0,0,0,0,6,0,2,4,0,0,0,0,0,1,1,0,1,1,0,0,2,1,6,4,0,2,1,1,0,1,0,0,0,1,0,0,1,2,0,0,2,1,2,0,0,0,9,7,1,3,2,2,0,0,3,2,3,5,1,0,1,0,1,3,4,5,1,0,3,1,0,1,0,0,5,4,0,0,0,0,0,0,1,0,1,1,2,1,2,1,10,7,1,0,1,3,0,0,0,1,0,1,0,0,0,1,2,1,1,0,5,1,0,0,0,1,2,0,6,6,1,0,0,2,0,0,2,1,5,0,3,1,0,0,0,0,9,3,1,2,2,1,0,0,1,0,3,1,0,0,2,3,4,2,0,0,3,0,2,0,1,0,1,1,1,0,1,0,0,0,0,1,3,1,1,2,3,0,0,1,1,2,0,1,4,1,2,0,1,1,3,1,2,2,0,1,4,2,5,2,1,1,2,2,0,0,1,0,1,0,0,2,2,1,0,0,-1,-1,2,0,0,2,0,0,1,0,2,3,0,0,7,6,2,1,0,0,5,2,0,0,0,0,0,0,2,1,3,1,0,0,2,0,2,1,1,2,1,0,0,0,1,3,1,1,0,1,0,1,0,1,2,2,4,3,2,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,8,3,0,0,4,4,0,0,3,1,0,0,0,0,0,0,3,4,0,1
사이온,14,39,40,3,2,1,1,1,0,0,2,0,0,4,1,0,0,0,0,4,1,4,3,0,0,3,3,3,3,2,0,2,2,0,0,1,1,2,4,1,1,2,1,0,0,0,0,1,1,2,2,1,2,0,1,0,0,1,1,0,0,4,6,2,3,0,1,0,0,4,2,4,6,0,0,0,0,0,3,7,6,3,1,0,2,0,0,0,0,2,0,0,0,1,1,2,0,2,3,1,0,2,0,2,1,8,10,1,4,2,3,1,0,0,0,2,2,0,0,1,0,3,1,1,1,2,1,2,1,0,0,0,0,5,4,0,0,0,0,1,1,1,0,4,1,1,0,0,0,1,0,6,6,0,1,3,2,0,1,1,0,0,0,0,0,0,0,3,7,0,0,2,2,1,0,0,0,1,3,0,0,0,3,0,0,0,0,0,4,3,1,2,1,0,0,1,3,1,0,0,0,3,0,0,1,1,0,1,2,2,0,2,2,0,0,3,3,2,2,0,0,0,0,2,4,1,3,2,1,0,0,0,2,-1,-1,0,0,0,0,0,0,0,3,0,1,3,7,2,1,1,0,2,5,0,0,0,1,1,0,3,3,3,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,1,0,3,1,7,3,0,0,1,0,0,0,1,1,1,0,1,0,0,2,1,5,1,0,3,2,0,2,1,2,0,1,0,0,0,0,3,2,0,0
시비르,15,136,149,23,20,2,1,6,17,3,3,5,7,5,11,1,1,1,0,9,4,4,5,1,0,2,7,0,8,3,5,5,13,1,0,3,1,8,12,5,6,1,7,0,0,0,0,2,6,4,2,4,4,0,0,5,4,4,7,0,0,20,12,1,1,8,5,0,5,9,10,3,10,2,0,4,2,7,7,21,25,0,2,8,6,5,3,0,2,7,6,1,0,1,2,0,3,1,5,0,5,5,9,3,2,28,45,4,4,10,11,6,4,3,1,1,2,2,0,2,3,5,4,2,2,8,9,2,2,2,0,3,3,14,15,3,4,3,0,1,0,4,3,8,7,3,2,1,0,0,1,14,23,0,2,8,13,1,3,3,0,1,1,1,0,3,1,22,17,0,2,8,13,2,5,1,0,4,1,5,2,2,1,7,3,3,1,5,3,9,10,4,3,0,1,4,7,0,1,5,6,2,10,4,3,7,6,5,5,2,0,7,8,4,2,5,11,10,7,2,0,0,1,11,11,0,1,5,2,0,0,2,0,0,0,-1,-1,0,1,3,0,4,3,0,2,12,16,9,6,2,2,13,4,6,5,1,4,0,0,11,1,12,3,2,3,2,2,2,3,3,2,3,3,1,0,7,8,7,4,3,0,1,0,3,8,1,7,7,12,11,15,4,3,1,1,4,0,2,5,1,3,1,2,3,3,12,7,0,0,4,4,3,2,4,3,0,3,1,0,1,0,6,13,1,1
스카너,72,10,9,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,2,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,-1,-1,0,0,0,0,0,0,2,1,0,0,1,0,2,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
소나,37,2,8,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,-1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
소라카,16,94,92,11,11,0,2,6,6,1,3,2,2,4,7,1,0,0,0,6,6,5,9,0,0,4,3,4,5,6,2,4,6,1,1,0,0,11,4,6,3,3,1,0,2,1,0,1,2,1,1,3,4,0,3,2,2,2,0,0,0,8,5,2,2,3,3,3,2,2,1,0,6,0,1,2,3,6,5,14,10,2,0,4,4,3,2,1,1,9,5,1,0,2,0,3,0,4,3,0,3,7,8,3,3,22,14,3,6,9,10,2,5,0,1,4,3,0,0,1,2,4,3,2,2,10,10,0,1,0,0,4,1,8,10,4,5,1,0,1,1,1,1,7,8,7,2,1,0,0,0,3,6,0,0,10,8,1,0,1,0,1,0,0,0,0,0,8,8,4,0,10,10,0,1,0,0,2,2,2,1,0,1,3,3,0,1,1,1,9,2,1,2,1,4,5,2,2,0,3,3,4,4,1,5,6,6,3,1,1,2,7,2,1,3,4,3,5,3,0,1,0,1,12,6,1,1,2,2,0,3,3,2,3,0,3,4,0,0,0,0,-1,-1,1,1,7,7,5,5,1,2,4,8,2,5,1,5,0,0,6,4,3,6,2,1,1,2,1,2,1,2,0,0,0,0,3,6,0,0,1,1,0,0,2,7,1,3,6,5,10,3,3,3,0,1,0,1,0,2,1,1,0,2,5,3,4,11,1,0,7,3,3,5,3,5,0,0,1,0,0,1,6,5,0,1
스웨인,50,60,49,7,8,1,1,5,2,1,4,2,2,3,1,0,0,0,0,5,4,2,1,0,0,2,0,1,0,2,0,3,2,1,0,0,0,4,5,1,3,0,3,1,0,0,0,1,1,2,0,1,3,1,1,2,2,1,1,0,0,6,3,1,0,1,3,0,0,4,4,3,0,1,1,1,1,3,0,8,5,0,0,6,4,0,0,0,2,2,2,0,1,0,0,2,0,3,1,1,2,2,6,1,1,8,7,1,2,1,3,0,4,1,0,1,2,0,0,0,0,1,1,1,1,3,5,0,0,0,0,0,1,4,3,5,3,3,1,0,0,1,2,3,4,2,3,0,0,0,0,8,2,0,2,6,3,1,0,1,2,0,3,1,0,2,1,6,6,3,0,2,3,3,0,1,0,1,1,0,1,1,0,2,2,3,0,0,3,2,3,3,0,0,0,4,3,0,1,1,0,2,4,1,1,5,1,2,0,1,0,7,1,2,1,6,5,4,6,2,1,0,1,6,7,2,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,1,1,-1,-1,6,5,2,1,0,1,9,6,0,3,2,0,1,0,4,4,2,2,1,0,4,0,1,1,1,0,1,1,0,0,5,1,2,0,1,0,0,1,1,4,4,2,3,5,6,3,3,0,0,0,0,0,0,2,1,0,1,0,2,3,1,5,1,0,3,4,0,0,2,1,1,0,0,0,1,0,2,3,1,0
사일러스,517,628,596,101,94,8,6,66,61,12,14,21,20,56,54,4,4,0,0,48,37,35,29,1,0,29,22,18,15,16,30,22,22,4,6,11,18,50,29,27,15,20,16,4,4,0,1,14,5,13,14,19,20,6,8,13,17,8,15,2,2,54,38,10,11,28,23,5,6,29,35,27,22,2,5,23,28,28,39,89,73,8,4,49,46,15,5,3,6,43,34,3,2,0,3,7,3,27,35,11,13,19,24,10,16,126,144,31,40,34,30,24,27,8,3,10,14,0,2,6,6,29,28,7,6,36,46,5,3,0,1,11,10,66,54,28,40,9,7,2,3,9,10,31,19,14,7,2,2,0,2,61,65,3,4,49,45,3,2,0,0,6,7,0,2,2,2,73,74,6,3,67,54,8,10,4,1,11,8,8,13,8,9,31,30,6,10,17,14,35,32,17,19,7,5,41,31,8,1,15,11,27,29,20,30,50,48,8,6,8,10,42,35,13,13,44,39,42,31,8,6,3,5,47,37,11,7,15,7,0,2,6,7,7,3,16,12,1,2,1,0,7,7,5,6,-1,-1,24,28,8,4,51,57,18,25,15,13,3,1,39,32,28,24,2,5,10,8,10,7,7,6,11,12,1,2,51,44,11,10,5,3,4,1,28,36,16,21,58,41,48,28,10,20,2,1,4,3,8,11,5,4,4,10,25,19,52,52,3,0,24,20,10,10,27,22,4,3,1,6,5,1,34,40,1,3
신드라,134,259,284,45,57,2,1,31,42,9,9,6,5,28,26,3,0,0,0,19,16,7,8,0,0,6,6,10,10,6,9,8,11,4,1,5,7,19,24,14,9,4,7,1,0,0,0,2,0,5,5,10,14,2,3,12,17,1,4,0,3,18,17,3,3,12,14,3,3,16,10,10,15,1,0,7,7,13,16,43,41,2,1,14,12,7,3,1,1,14,23,2,0,1,0,5,2,14,13,2,3,11,13,12,19,50,49,18,18,14,12,10,6,2,2,4,11,1,0,2,2,7,15,3,5,25,31,2,6,0,1,16,9,27,30,9,13,3,1,1,0,12,9,17,13,8,9,1,3,0,0,18,28,1,2,20,12,2,0,0,1,7,1,2,2,6,2,20,27,1,2,27,26,2,3,1,3,8,6,0,7,3,2,13,6,5,5,8,9,16,19,8,8,4,1,9,12,4,1,4,1,13,18,12,8,19,13,10,4,1,5,18,14,4,8,14,22,11,18,0,1,0,5,16,20,3,7,4,9,1,2,1,2,1,2,6,9,0,0,0,0,5,5,1,2,28,24,-1,-1,2,5,18,21,7,10,4,3,0,1,19,26,10,16,0,1,2,3,5,4,4,6,4,2,0,1,11,14,4,3,4,1,0,1,9,6,7,9,19,18,22,24,2,9,0,1,1,0,3,8,5,5,1,0,10,9,18,26,0,0,11,11,5,4,6,0,2,2,1,1,2,1,17,28,1,1
탐 켄치,223,35,55,8,9,0,0,4,4,0,3,0,2,0,4,0,0,0,0,2,4,0,3,0,0,1,1,0,1,1,1,1,0,0,0,0,0,2,3,1,3,0,1,0,0,0,0,0,1,0,3,1,3,1,0,1,3,3,1,0,0,4,2,0,0,4,3,0,1,3,4,1,2,0,0,3,2,2,1,3,6,0,0,3,3,1,0,0,0,2,1,0,0,0,0,0,0,1,7,0,0,1,2,6,1,4,11,3,1,3,1,2,2,1,0,0,0,0,0,0,1,0,0,0,2,4,3,0,0,0,1,0,0,3,4,1,5,1,0,0,2,1,1,5,4,0,0,0,0,0,0,5,8,0,1,2,5,0,1,0,0,0,0,0,0,0,0,4,8,0,1,3,5,1,0,1,0,1,1,1,2,0,2,4,3,0,1,0,1,0,1,5,1,1,1,1,2,1,1,0,1,0,2,0,2,0,4,1,1,1,0,4,3,1,1,0,4,2,3,1,2,1,1,1,2,0,0,0,0,0,0,0,0,0,1,2,2,0,1,0,0,2,1,1,0,4,8,5,2,-1,-1,0,4,1,1,0,1,0,0,9,12,1,3,0,0,2,1,0,0,0,0,1,1,0,0,1,5,2,1,0,0,0,1,3,1,1,3,1,4,2,4,1,3,0,0,0,0,0,0,0,0,1,0,0,5,2,3,0,0,2,2,0,4,0,2,0,0,0,0,0,0,1,5,0,0
탈리야,163,408,404,57,58,9,8,28,30,20,25,20,17,35,32,2,1,1,0,32,26,25,24,1,0,8,8,12,9,11,13,12,21,4,0,9,11,26,36,29,19,8,6,3,3,1,0,8,5,15,7,12,9,4,5,9,10,15,9,0,1,41,33,6,6,18,17,1,3,22,16,10,14,5,3,11,12,21,14,62,71,6,1,35,28,11,14,1,0,24,15,0,0,4,4,4,4,22,19,7,7,18,14,8,9,68,86,34,19,23,24,19,19,2,1,9,14,0,0,6,3,13,12,8,6,30,34,1,7,2,0,10,16,43,39,28,16,10,8,7,2,8,9,23,15,2,8,4,2,0,1,33,41,4,3,27,26,2,3,4,5,3,6,0,2,3,0,34,44,1,1,40,47,6,6,4,3,5,9,4,9,3,11,17,23,10,9,7,9,20,28,12,4,6,4,23,17,3,2,4,4,20,27,11,18,27,24,11,8,6,6,27,20,5,5,29,29,16,28,5,3,2,3,28,24,6,3,7,16,2,0,2,5,5,2,4,13,0,2,0,0,8,4,6,9,57,51,21,18,4,0,-1,-1,15,15,14,10,6,2,26,20,12,13,4,1,6,3,6,6,2,7,8,4,3,1,28,31,8,3,5,3,3,3,7,13,13,7,27,32,19,31,8,15,0,1,3,2,3,4,4,1,1,3,22,14,32,33,0,1,13,7,6,13,9,8,3,1,3,1,1,2,31,35,2,2
탈론,91,172,160,19,25,6,0,7,10,7,4,10,9,12,15,0,0,0,0,13,9,8,12,0,0,3,5,5,6,6,4,8,8,0,2,3,4,17,8,8,3,3,1,1,1,0,0,4,5,4,1,9,8,4,1,8,3,5,1,1,0,16,13,4,1,7,10,0,1,12,4,6,4,1,1,8,3,9,13,22,26,2,0,13,12,2,4,3,0,6,9,0,0,1,1,1,3,4,5,5,1,6,4,6,5,31,37,7,7,13,10,7,5,0,0,5,2,0,1,1,2,2,8,6,0,8,14,2,0,0,0,7,3,26,14,5,7,2,3,1,1,1,1,14,9,6,4,0,0,1,0,10,14,4,1,9,10,2,0,0,1,1,0,0,0,3,0,15,16,3,1,10,14,3,2,3,0,2,6,8,2,1,5,4,12,3,1,7,3,9,6,8,4,2,3,6,11,3,2,2,3,9,8,4,3,12,14,2,2,1,2,7,9,0,3,7,13,8,9,0,3,1,2,16,14,2,2,5,6,0,0,0,0,0,0,5,6,0,1,1,0,5,2,3,0,25,18,10,7,1,1,15,15,-1,-1,1,2,3,3,10,13,14,7,1,2,1,4,3,6,5,4,2,4,0,0,8,8,7,2,1,1,1,1,8,10,4,6,9,8,15,8,4,5,0,0,0,0,3,3,1,0,1,3,8,6,11,11,1,0,8,7,3,6,4,10,2,0,1,0,0,0,12,9,1,1
타릭,44,106,94,17,12,2,0,3,5,4,1,4,5,9,9,1,0,0,2,8,7,3,7,1,0,4,1,2,2,1,3,3,3,3,0,1,0,6,6,2,6,4,0,0,0,0,0,1,1,1,1,3,2,4,1,1,3,2,3,0,0,8,6,1,5,4,8,1,0,0,6,4,8,0,0,3,3,8,3,17,15,1,0,6,6,5,0,2,3,6,4,0,0,0,0,0,0,6,8,3,0,3,3,2,2,18,27,5,2,10,10,4,3,0,0,1,0,0,0,1,1,5,1,3,2,9,3,1,2,1,0,3,4,10,9,4,5,1,4,0,0,2,0,4,3,1,3,0,0,0,0,12,9,0,0,5,7,0,1,0,0,1,1,0,0,2,0,15,8,0,1,6,14,0,1,1,0,1,1,2,3,1,2,0,5,3,3,5,1,11,4,2,5,1,2,7,14,0,1,5,0,2,6,5,2,7,7,2,0,3,1,5,3,2,0,10,7,7,3,3,0,0,1,5,2,1,0,1,1,0,0,0,0,1,0,4,1,1,0,0,0,5,1,0,2,13,15,3,4,1,0,10,14,2,1,-1,-1,0,1,3,2,8,5,2,1,1,1,3,1,2,1,1,0,0,1,8,6,4,2,1,0,0,0,4,1,5,3,7,12,12,11,3,4,0,0,1,0,2,3,0,1,1,0,8,3,9,8,0,0,4,2,1,1,1,2,0,0,1,0,0,0,12,5,0,0
티모,17,31,30,5,6,1,0,2,3,1,0,1,0,0,1,0,1,0,0,0,5,2,3,0,0,0,0,0,1,2,0,3,0,0,0,0,0,4,3,0,2,0,2,0,1,0,0,1,0,1,1,1,2,0,0,0,1,0,0,0,0,3,1,1,0,1,1,1,0,0,1,2,2,1,0,1,1,1,1,0,1,0,0,0,1,0,1,0,1,2,4,0,0,0,0,0,0,3,1,2,1,4,0,0,3,7,5,0,1,3,2,2,4,0,0,0,1,0,0,0,0,3,1,0,2,1,0,0,0,0,0,1,2,4,1,1,1,1,0,0,0,2,0,5,3,0,1,0,0,1,0,2,3,0,0,2,2,0,0,0,0,0,0,1,0,0,0,2,3,0,0,7,6,1,1,0,0,0,1,1,1,2,0,1,0,2,1,0,0,2,4,1,0,0,1,2,3,3,0,0,2,1,2,0,1,2,1,0,1,0,0,1,0,0,0,2,1,1,1,2,1,0,1,4,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,0,2,6,3,3,1,0,-1,-1,1,2,1,0,0,2,1,0,0,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,2,1,0,2,1,3,2,0,1,0,0,1,0,0,2,0,0,0,0,1,1,4,1,0,0,2,0,0,0,2,2,1,0,2,1,0,0,3,0,0,0
쓰레쉬,412,423,349,51,57,3,4,45,22,14,12,7,4,37,26,1,3,2,1,38,28,21,11,0,0,16,11,13,15,13,15,34,42,4,2,8,7,25,24,16,19,8,5,2,3,1,0,11,3,10,6,21,16,1,3,12,5,14,9,1,2,31,31,9,3,24,13,3,4,25,20,17,16,5,3,11,10,16,24,68,66,3,2,21,22,8,6,2,1,25,13,1,0,4,2,2,4,28,14,10,7,21,13,18,14,82,80,28,22,18,15,17,13,2,2,9,7,0,1,8,6,18,12,8,8,31,22,5,2,2,1,15,16,41,37,12,17,5,5,3,0,8,6,19,25,9,8,2,3,0,1,36,31,2,3,34,16,2,2,2,2,4,3,1,0,2,1,68,45,4,3,50,28,7,1,3,5,16,5,10,7,5,9,11,10,8,3,11,8,24,18,15,12,2,3,21,17,3,3,10,8,23,15,17,17,27,23,11,9,6,4,22,13,6,7,27,15,20,16,1,3,1,5,30,26,4,7,11,8,3,1,1,2,3,3,1,11,0,1,1,0,4,6,4,4,32,39,26,19,12,9,20,26,13,10,2,3,2,1,-1,-1,10,16,2,0,6,4,8,4,5,3,9,7,3,1,28,27,5,3,4,0,1,2,16,9,11,11,30,14,29,30,9,10,1,1,5,3,3,6,4,2,1,3,10,8,32,29,1,0,15,10,12,6,13,8,3,1,3,3,4,4,27,22,1,0
