championName,championId,Win,Lose,Banned,아트록스(승),아트록스(패),아트록스(밴),아리(승),아리(패),아리(밴),아칼리(승),아칼리(패),아칼리(밴),아크샨(승),아크샨(패),아크샨(밴),알리스타(승),알리스타(패),알리스타(밴),아무무(승),아무무(패),아무무(밴),애니비아(승),애니비아(패),애니비아(밴),애니(승),애니(패),애니(밴),아펠리오스(승),아펠리오스(패),아펠리오스(밴),애쉬(승),애쉬(패),애쉬(밴),아우렐리온 솔(승),아우렐리온 솔(패),아우렐리온 솔(밴),아지르(승),아지르(패),아지르(밴),바드(승),바드(패),바드(밴),벨베스(승),벨베스(패),벨베스(밴),블리츠크랭크(승),블리츠크랭크(패),블리츠크랭크(밴),브랜드(승),브랜드(패),브랜드(밴),브라움(승),브라움(패),브라움(밴),케이틀린(승),케이틀린(패),케이틀린(밴),카밀(승),카밀(패),카밀(밴),카시오페아(승),카시오페아(패),카시오페아(밴),초가스(승),초가스(패),초가스(밴),코르키(승),코르키(패),코르키(밴),다리우스(승),다리우스(패),다리우스(밴),다이애나(승),다이애나(패),다이애나(밴),드레이븐(승),드레이븐(패),드레이븐(밴),문도 박사(승),문도 박사(패),문도 박사(밴),에코(승),에코(패),에코(밴),엘리스(승),엘리스(패),엘리스(밴),이블린(승),이블린(패),이블린(밴),이즈리얼(승),이즈리얼(패),이즈리얼(밴),피들스틱(승),피들스틱(패),피들스틱(밴),피오라(승),피오라(패),피오라(밴),피즈(승),피즈(패),피즈(밴),갈리오(승),갈리오(패),갈리오(밴),갱플랭크(승),갱플랭크(패),갱플랭크(밴),가렌(승),가렌(패),가렌(밴),나르(승),나르(패),나르(밴),그라가스(승),그라가스(패),그라가스(밴),그레이브즈(승),그레이브즈(패),그레이브즈(밴),그웬(승),그웬(패),그웬(밴),헤카림(승),헤카림(패),헤카림(밴),하이머딩거(승),하이머딩거(패),하이머딩거(밴),일라오이(승),일라오이(패),일라오이(밴),이렐리아(승),이렐리아(패),이렐리아(밴),아이번(승),아이번(패),아이번(밴),잔나(승),잔나(패),잔나(밴),자르반 4세(승),자르반 4세(패),자르반 4세(밴),잭스(승),잭스(패),잭스(밴),제이스(승),제이스(패),제이스(밴),진(승),진(패),진(밴),징크스(승),징크스(패),징크스(밴),카이사(승),카이사(패),카이사(밴),칼리스타(승),칼리스타(패),칼리스타(밴),카르마(승),카르마(패),카르마(밴),카서스(승),카서스(패),카서스(밴),카사딘(승),카사딘(패),카사딘(밴),카타리나(승),카타리나(패),카타리나(밴),케일(승),케일(패),케일(밴),케인(승),케인(패),케인(밴),케넨(승),케넨(패),케넨(밴),카직스(승),카직스(패),카직스(밴),킨드레드(승),킨드레드(패),킨드레드(밴),클레드(승),클레드(패),클레드(밴),코그모(승),코그모(패),코그모(밴),르블랑(승),르블랑(패),르블랑(밴),리 신(승),리 신(패),리 신(밴),레오나(승),레오나(패),레오나(밴),릴리아(승),릴리아(패),릴리아(밴),리산드라(승),리산드라(패),리산드라(밴),루시안(승),루시안(패),루시안(밴),룰루(승),룰루(패),룰루(밴),럭스(승),럭스(패),럭스(밴),말파이트(승),말파이트(패),말파이트(밴),말자하(승),말자하(패),말자하(밴),마오카이(승),마오카이(패),마오카이(밴),마스터 이(승),마스터 이(패),마스터 이(밴),미스포츈(승),미스포츈(패),미스포츈(밴),오공(승),오공(패),오공(밴),모데카이저(승),모데카이저(패),모데카이저(밴),모르가나(승),모르가나(패),모르가나(밴),나미(승),나미(패),나미(밴),나서스(승),나서스(패),나서스(밴),노틸러스(승),노틸러스(패),노틸러스(밴),니코(승),니코(패),니코(밴),니달리(승),니달리(패),니달리(밴),닐라(승),닐라(패),닐라(밴),녹턴(승),녹턴(패),녹턴(밴),누누와 윌럼프(승),누누와 윌럼프(패),누누와 윌럼프(밴),올라프(승),올라프(패),올라프(밴),오리아나(승),오리아나(패),오리아나(밴),오른(승),오른(패),오른(밴),판테온(승),판테온(패),판테온(밴),뽀삐(승),뽀삐(패),뽀삐(밴),파이크(승),파이크(패),파이크(밴),키아나(승),키아나(패),키아나(밴),퀸(승),퀸(패),퀸(밴),라칸(승),라칸(패),라칸(밴),람머스(승),람머스(패),람머스(밴),렉사이(승),렉사이(패),렉사이(밴),렐(승),렐(패),렐(밴),레타나 글라스크(승),레타나 글라스크(패),레타나 글라스크(밴),레넥톤(승),레넥톤(패),레넥톤(밴),렝가(승),렝가(패),렝가(밴),리븐(승),리븐(패),리븐(밴),럼블(승),럼블(패),럼블(밴),라이즈(승),라이즈(패),라이즈(밴),사미라(승),사미라(패),사미라(밴),세주아니(승),세주아니(패),세주아니(밴),세나(승),세나(패),세나(밴),세라핀(승),세라핀(패),세라핀(밴),세트(승),세트(패),세트(밴),샤코(승),샤코(패),샤코(밴),쉔(승),쉔(패),쉔(밴),쉬바나(승),쉬바나(패),쉬바나(밴),신지드(승),신지드(패),신지드(밴),사이온(승),사이온(패),사이온(밴),시비르(승),시비르(패),시비르(밴),스카너(승),스카너(패),스카너(밴),소나(승),소나(패),소나(밴),소라카(승),소라카(패),소라카(밴),스웨인(승),스웨인(패),스웨인(밴),사일러스(승),사일러스(패),사일러스(밴),신드라(승),신드라(패),신드라(밴),탐 켄치(승),탐 켄치(패),탐 켄치(밴),탈리야(승),탈리야(패),탈리야(밴),탈론(승),탈론(패),탈론(밴),타릭(승),타릭(패),타릭(밴),티모(승),티모(패),티모(밴),쓰레쉬(승),쓰레쉬(패),쓰레쉬(밴),트리스타나(승),트리스타나(패),트리스타나(밴),트런들(승),트런들(패),트런들(밴),트린다미어(승),트린다미어(패),트린다미어(밴),트위스티드 페이트(승),트위스티드 페이트(패),트위스티드 페이트(밴),트위치(승),트위치(패),트위치(밴),우디르(승),우디르(패),우디르(밴),우르곳(승),우르곳(패),우르곳(밴),바루스(승),바루스(패),바루스(밴),베인(승),베인(패),베인(밴),베이가(승),베이가(패),베이가(밴),벨코즈(승),벨코즈(패),벨코즈(밴),벡스(승),벡스(패),벡스(밴),바이(승),바이(패),바이(밴),비에고(승),비에고(패),비에고(밴),빅토르(승),빅토르(패),빅토르(밴),블라디미르(승),블라디미르(패),블라디미르(밴),볼리베어(승),볼리베어(패),볼리베어(밴),워윅(승),워윅(패),워윅(밴),자야(승),자야(패),자야(밴),제라스(승),제라스(패),제라스(밴),신 짜오(승),신 짜오(패),신 짜오(밴),야스오(승),야스오(패),야스오(밴),요네(승),요네(패),요네(밴),요릭(승),요릭(패),요릭(밴),유미(승),유미(패),유미(밴),자크(승),자크(패),자크(밴),제드(승),제드(패),제드(밴),제리(승),제리(패),제리(밴),직스(승),직스(패),직스(밴),질리언(승),질리언(패),질리언(밴),조이(승),조이(패),조이(밴),자이라(승),자이라(패),자이라(밴)
징크스,222,170,142,8,29,28,5,1,1,0,14,8,0,3,4,1,4,5,0,8,7,1,1,0,0,0,1,0,0,0,0,4,2,0,0,0,0,4,6,0,0,2,0,5,7,0,9,5,0,0,0,0,3,4,0,0,0,0,7,10,0,3,3,0,0,1,1,0,0,0,4,0,0,5,0,0,0,0,2,1,0,0,12,4,1,3,3,0,0,0,0,0,0,1,1,2,0,6,9,1,2,2,1,11,3,0,2,7,0,0,0,0,6,4,0,2,7,0,17,21,1,4,1,0,11,12,0,1,0,0,2,1,0,8,4,0,2,2,0,3,0,0,4,1,0,8,5,1,2,1,0,0,0,0,-1,-1,-1,0,0,0,0,0,3,8,6,0,4,2,2,1,1,0,4,1,0,0,0,0,2,4,1,6,6,0,0,2,0,13,6,3,2,1,0,0,0,0,5,1,1,19,16,0,7,4,0,4,4,0,1,2,0,1,0,0,16,27,1,0,1,0,1,1,0,0,0,0,14,9,1,2,1,0,0,0,1,0,2,0,2,1,0,0,2,0,0,0,0,1,2,0,8,8,1,1,1,1,16,7,3,0,0,1,0,1,0,5,10,0,1,3,0,2,5,0,6,3,0,1,0,0,4,5,0,3,3,4,3,2,1,2,0,0,6,4,0,2,2,0,2,5,1,5,2,0,3,0,0,15,10,1,4,2,0,3,0,0,8,12,0,1,1,0,0,0,1,7,10,0,1,0,0,0,1,0,14,7,0,3,4,1,5,0,1,0,0,0,1,2,0,1,0,0,0,0,2,0,0,0,0,0,0,1,4,0,0,0,0,14,15,0,15,18,3,4,11,0,14,13,0,8,1,0,1,1,0,0,1,0,66,41,1,1,3,0,2,0,0,4,2,1,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,6,3,1,2,5,0,15,6,0,9,6,0,6,3,0,1,1,0,3,0,0,0,0,0,1,0,1,0,3,0,5,4,1,15,14,0,0,0,0,2,2,2,6,3,0,7,2,3,0,0,0,0,0,0,1,0,0,7,8,1,0,0,0
카이사,145,1077,965,235,167,138,97,25,18,2,80,73,11,27,33,10,68,60,13,101,79,41,5,1,2,0,0,0,0,1,3,13,12,3,1,1,0,39,46,3,10,19,1,30,38,8,87,73,20,5,3,1,14,10,0,0,1,48,51,48,2,11,9,4,0,1,0,3,1,0,16,21,20,26,20,0,0,1,80,4,7,3,29,26,2,33,24,18,5,1,1,0,2,8,23,12,1,50,47,47,13,11,2,57,53,8,44,31,19,4,8,1,36,36,2,59,58,2,149,136,58,8,10,2,54,48,46,11,7,1,11,4,0,63,63,26,2,2,2,7,1,2,6,13,1,58,45,15,15,12,3,1,0,0,0,0,0,-1,-1,-1,0,1,55,17,22,17,33,32,32,6,3,0,22,28,15,3,1,0,13,6,5,39,29,2,18,13,1,77,61,61,13,10,0,0,0,0,33,27,77,114,104,14,47,52,4,16,15,1,4,11,0,1,4,1,28,26,9,6,7,0,9,2,2,4,1,0,110,108,12,13,10,4,0,0,32,3,8,3,4,8,0,7,6,4,1,1,1,3,8,1,202,181,29,10,11,1,99,95,105,0,1,23,7,3,1,24,23,7,20,16,2,8,16,0,36,32,1,27,23,1,28,21,10,104,95,104,25,30,8,11,10,3,48,44,2,14,16,3,27,22,34,76,50,4,25,25,10,59,71,23,19,21,16,23,13,1,64,38,15,11,18,0,0,0,54,50,46,9,5,3,0,4,1,0,79,72,6,18,11,11,21,15,0,2,2,0,3,7,0,8,3,1,0,1,12,2,1,0,0,0,0,8,8,0,13,6,0,117,111,36,50,46,19,5,4,1,84,65,57,39,21,9,14,14,1,3,5,3,47,23,7,7,8,3,7,9,0,13,16,4,17,14,2,4,0,4,14,13,10,5,3,0,1,1,9,4,6,3,5,4,0,3,5,0,46,28,34,45,32,1,68,75,3,72,60,14,30,17,3,3,4,1,6,7,0,0,0,0,3,3,1,10,5,0,25,24,16,82,75,15,2,2,1,7,11,39,24,21,3,26,33,53,0,0,0,1,1,1,1,4,0,70,68,40,3,3,1
칼리스타,429,315,309,1426,46,38,625,5,6,10,21,32,41,12,6,79,11,13,44,42,53,184,2,2,3,0,0,2,0,2,7,8,2,16,0,0,0,15,9,37,2,2,10,19,15,71,19,15,78,0,1,2,0,1,1,0,0,284,14,20,4,6,4,7,0,0,5,0,0,0,5,8,65,6,2,5,0,0,486,4,3,1,10,13,11,7,8,54,3,0,0,1,0,28,4,4,25,11,20,328,0,1,31,20,15,49,12,16,121,1,4,24,6,9,4,17,19,11,40,38,359,3,1,13,19,12,266,2,2,37,2,2,4,19,17,115,1,1,1,0,0,2,2,1,1,21,12,175,2,3,10,0,0,0,0,0,3,0,1,55,-1,-1,-1,3,2,92,8,14,171,2,2,5,10,3,127,0,0,0,4,5,17,13,14,36,4,5,0,26,26,417,1,4,10,0,0,0,8,10,431,31,30,78,12,11,7,4,8,1,4,3,2,1,2,8,7,1,34,2,0,2,0,2,8,1,1,1,32,29,54,2,3,12,0,0,105,1,3,12,2,2,0,0,2,11,0,0,0,2,2,0,35,26,137,2,1,1,33,36,678,0,0,102,1,0,3,4,5,46,9,3,3,5,5,15,10,7,4,5,8,3,10,6,43,11,18,686,9,9,53,3,4,12,9,11,11,2,4,18,7,4,135,26,15,17,47,39,79,24,26,166,7,10,60,5,1,8,22,13,58,5,4,2,0,0,218,17,10,32,0,0,0,0,0,2,24,30,34,4,3,82,2,5,9,0,1,0,1,1,1,2,3,2,0,0,43,1,1,0,0,0,0,2,3,0,2,4,1,38,30,258,11,15,100,0,1,0,33,31,314,7,11,70,21,19,7,1,1,7,31,24,20,3,1,11,1,2,5,3,6,14,5,5,5,0,0,1,2,1,27,1,1,3,0,0,53,0,1,26,0,2,1,2,1,2,11,14,125,7,11,9,19,18,6,22,14,60,6,7,30,1,1,1,2,3,2,0,0,4,0,1,1,1,2,0,5,6,65,23,29,58,2,1,1,0,3,204,9,10,30,6,10,327,0,0,0,0,0,0,0,2,2,20,17,301,1,2,1
카르마,43,294,314,443,41,46,200,5,7,0,24,18,9,8,9,22,2,1,14,0,0,45,0,1,4,1,0,0,8,16,1,8,7,1,0,0,0,9,14,7,1,1,4,10,12,17,2,0,24,0,1,0,0,1,0,48,50,76,11,16,5,6,3,4,1,0,2,0,0,0,5,5,21,6,7,4,5,4,167,5,2,3,5,11,2,7,6,27,0,0,0,92,115,7,4,2,6,13,18,102,0,1,11,14,23,20,18,15,36,1,1,8,3,13,2,17,7,3,51,39,107,4,2,6,25,30,82,1,3,8,1,1,0,19,23,43,2,3,1,0,0,0,2,1,2,17,23,63,3,8,5,33,34,0,8,6,0,17,22,17,3,2,92,-1,-1,-1,14,12,77,1,0,1,6,11,34,0,0,0,7,4,10,13,9,10,8,5,1,19,22,154,2,3,4,1,0,0,9,11,136,33,35,23,2,0,1,3,1,1,3,2,2,3,9,2,1,2,10,0,4,2,0,1,2,0,0,0,10,20,19,3,2,7,14,13,50,3,0,2,0,4,1,1,0,3,0,0,0,0,2,2,1,3,51,3,1,0,29,33,218,1,1,47,0,1,0,7,8,6,4,3,1,5,5,1,8,8,6,5,2,1,8,5,24,0,0,196,8,6,15,1,3,2,0,1,1,2,4,10,0,13,49,1,0,6,0,0,24,14,12,51,5,4,22,2,8,1,12,21,21,5,6,1,3,0,66,13,15,15,0,0,0,4,0,1,17,15,11,2,1,33,5,6,4,1,1,1,3,1,1,1,1,1,6,9,19,0,0,0,0,1,0,0,0,0,5,2,2,31,30,71,8,20,41,0,0,0,15,17,100,7,7,22,0,0,3,0,3,3,0,0,6,10,2,5,3,2,1,5,2,3,5,9,0,1,2,0,3,2,17,1,2,1,17,15,13,2,3,9,1,0,0,1,1,2,10,8,44,9,9,5,20,22,3,21,20,24,12,7,3,2,0,0,5,0,1,6,4,0,1,0,3,1,2,0,10,10,21,24,17,16,1,1,0,1,0,84,4,5,7,11,10,116,1,1,0,1,1,1,0,1,0,23,19,93,0,0,0
카서스,30,194,183,926,35,30,412,1,0,5,2,6,21,12,14,47,10,7,27,18,12,138,3,1,4,0,1,0,13,11,5,15,14,8,0,0,0,0,2,29,2,7,4,0,2,47,10,7,78,0,0,2,3,5,3,14,15,207,10,8,4,1,1,9,1,0,5,0,0,0,0,4,36,0,0,6,8,9,368,0,1,3,1,0,6,0,0,24,0,0,1,15,18,21,0,0,18,6,14,200,0,1,18,4,5,37,9,9,83,0,2,7,3,6,1,9,5,12,8,2,226,0,0,6,4,2,150,3,3,32,1,0,4,18,21,83,0,0,1,2,2,1,1,1,0,13,10,102,5,3,5,11,7,1,4,2,2,33,32,32,8,14,171,14,12,77,-1,-1,-1,1,0,0,2,2,72,1,0,0,2,1,13,2,2,23,0,0,2,6,3,259,2,3,7,0,0,0,2,1,263,3,1,53,11,11,7,0,0,2,0,0,0,1,4,3,12,9,30,4,3,0,1,2,4,0,0,0,13,9,38,0,4,13,14,14,72,0,0,0,1,1,0,2,2,5,1,1,1,0,2,4,28,16,108,1,0,1,3,0,387,6,4,91,0,1,0,0,0,24,3,3,6,0,4,11,8,5,5,4,4,2,1,5,33,10,14,494,10,9,37,4,4,6,10,11,5,1,0,12,2,3,116,4,8,9,5,5,53,13,14,87,6,3,46,6,4,3,4,1,62,1,0,2,9,15,163,5,4,17,3,4,1,2,1,0,31,23,17,3,0,40,3,1,4,0,1,0,2,1,4,3,2,3,6,1,41,0,0,0,0,1,0,1,7,0,3,2,0,5,11,164,6,2,78,0,5,0,2,0,191,10,7,36,1,2,4,0,1,3,13,8,18,6,8,8,0,0,6,10,5,4,1,2,7,3,2,5,1,3,30,0,2,4,17,11,41,0,3,15,0,0,2,0,0,0,3,2,74,4,0,8,5,4,9,4,1,48,1,1,15,0,0,0,1,0,1,3,3,1,0,2,2,0,1,0,5,6,38,41,37,49,0,0,0,4,0,167,0,1,14,14,11,210,0,0,0,0,1,1,1,1,2,2,5,171,1,0,0
카사딘,38,34,25,15,4,5,3,0,0,0,1,0,1,0,0,2,1,0,1,2,1,6,0,0,0,0,0,0,4,4,0,3,2,0,0,0,0,0,0,0,0,1,0,2,0,2,1,0,1,0,0,0,0,0,0,2,2,2,2,3,0,0,1,0,0,0,0,1,0,0,2,1,3,0,0,0,4,0,4,0,1,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,1,0,2,0,0,0,0,0,2,3,0,1,0,0,0,1,0,0,3,3,0,8,4,3,0,0,0,2,0,3,1,0,1,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,2,1,0,1,1,0,6,3,0,2,2,5,1,0,1,1,0,0,-1,-1,-1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,3,2,2,0,0,0,0,0,0,0,0,4,4,7,0,3,0,0,0,0,0,0,0,0,1,1,0,3,1,0,0,1,0,0,1,1,0,0,0,2,1,2,0,0,0,1,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,1,1,3,8,1,1,2,1,0,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2,7,0,1,1,1,0,0,4,1,0,0,0,0,2,0,1,1,1,0,1,1,1,1,2,1,0,0,1,2,0,0,1,1,0,0,0,0,1,1,3,0,3,0,0,0,0,1,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,1,0,0,0,0,0,1,0,0,2,0,0,0,0,5,3,1,1,1,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,2,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,2,1,0,0,0,1,1,7,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
카타리나,55,130,126,492,12,25,207,0,0,5,0,4,9,3,2,16,3,3,9,11,7,70,1,0,3,0,0,0,4,9,3,4,8,7,0,0,0,0,0,13,7,3,1,7,5,28,7,5,47,0,0,1,2,2,0,14,11,116,10,4,2,1,3,2,1,1,2,0,0,0,1,3,15,1,0,0,4,1,192,0,0,0,2,2,2,2,2,24,0,0,0,12,17,11,1,0,11,10,5,133,0,0,7,0,2,18,4,3,43,1,1,5,6,6,3,4,3,6,14,19,123,0,1,7,6,9,89,2,1,19,0,1,2,2,6,53,0,0,0,1,3,0,4,4,0,6,2,52,3,2,5,3,4,1,4,1,0,22,28,15,10,3,127,6,11,34,2,2,72,0,0,0,-1,-1,-1,0,0,0,2,2,4,2,3,11,4,3,3,13,8,122,1,1,1,1,0,0,0,0,138,16,13,24,7,6,6,1,0,0,0,0,0,3,2,2,8,8,9,5,5,0,1,2,3,0,0,0,18,13,23,1,0,7,11,14,41,1,1,3,1,0,1,1,1,2,1,0,0,0,0,1,12,11,57,0,1,0,4,9,235,1,1,44,1,0,1,1,6,10,4,2,2,0,0,2,3,5,3,3,2,1,5,2,16,7,5,248,1,2,21,0,2,4,6,12,2,0,0,7,3,7,59,7,4,4,2,5,33,6,8,57,2,3,32,1,0,1,2,5,23,1,0,3,9,6,80,10,11,8,1,1,0,1,0,0,9,4,4,4,0,36,2,1,3,1,0,0,0,0,1,2,1,0,1,6,14,1,1,0,0,0,0,2,5,2,0,0,2,0,3,77,0,0,32,1,0,0,2,3,105,4,2,27,1,1,1,0,0,6,6,4,9,5,6,2,2,0,1,2,0,4,0,0,4,6,1,3,2,1,12,0,0,0,8,5,23,1,1,4,0,0,1,0,0,4,0,0,36,5,2,8,12,9,9,0,0,25,1,3,9,1,0,0,0,0,1,4,2,1,0,1,1,2,3,0,3,2,23,4,1,24,2,1,0,6,7,97,1,0,6,2,0,95,1,0,0,0,0,0,0,1,1,0,0,96,3,1,2
케일,10,13,8,2,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,2,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,-1,-1,1,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0
케인,141,68,65,109,7,10,50,2,1,1,10,8,3,1,1,8,2,3,6,5,7,25,0,0,2,2,0,0,7,3,0,5,3,2,0,0,0,1,6,5,4,1,0,1,0,3,4,3,14,0,0,1,2,1,0,8,7,10,3,2,1,2,1,1,1,1,0,0,0,0,1,1,12,0,0,3,0,2,34,0,0,0,0,0,0,0,0,6,0,0,0,9,6,8,1,0,3,2,1,25,1,0,4,3,6,5,2,5,10,0,0,2,1,1,1,2,2,2,0,1,22,0,1,2,0,0,13,0,5,3,1,2,2,2,2,10,0,1,2,0,0,1,0,0,0,6,5,10,2,2,1,1,4,0,2,4,1,13,6,5,4,5,17,7,4,10,2,1,13,1,0,0,2,2,4,1,0,0,-1,-1,-1,3,0,2,0,0,1,0,0,23,0,0,1,0,2,0,0,0,25,1,1,11,3,2,2,0,0,2,0,1,1,1,1,4,6,6,10,0,4,1,0,1,0,0,0,2,4,3,10,0,0,3,3,6,19,0,0,0,2,1,0,0,1,5,0,0,1,0,0,1,7,3,21,2,0,0,0,1,24,3,0,15,0,1,0,0,0,2,0,2,2,0,1,1,2,1,1,1,1,0,0,1,4,3,2,46,2,2,4,0,0,0,2,1,1,1,0,1,0,0,11,2,3,2,3,0,8,0,2,12,1,1,3,1,0,1,3,7,4,1,0,0,3,4,26,3,3,3,0,2,0,1,1,1,3,2,0,0,0,12,2,0,0,0,0,0,0,0,0,1,0,0,2,2,7,0,0,0,0,0,0,0,1,0,0,0,0,8,5,17,3,4,6,2,0,0,4,1,17,1,0,2,0,0,1,0,0,5,4,1,1,1,2,1,0,0,2,0,2,2,4,1,0,0,2,2,1,0,7,1,0,0,2,5,2,1,0,1,3,0,1,0,0,0,4,2,16,0,0,0,0,0,3,5,5,5,3,2,0,0,0,0,0,1,0,2,0,0,0,1,0,1,0,0,0,3,8,3,5,10,1,0,0,3,7,31,0,1,1,3,2,30,1,1,0,0,0,1,0,1,0,6,6,14,0,0,1
케넨,85,187,193,158,4,1,62,1,6,2,9,7,2,7,7,13,9,8,2,16,10,31,0,2,0,0,0,0,8,12,1,7,8,0,0,0,0,5,2,5,6,4,1,11,10,6,10,7,8,0,0,0,4,5,0,14,14,44,0,1,0,2,1,0,0,0,0,1,0,0,0,2,9,2,1,0,8,6,68,0,0,0,4,4,1,1,3,4,1,1,0,13,21,2,2,1,1,0,1,24,1,1,2,12,4,7,0,1,9,1,0,1,0,0,1,3,4,2,27,35,51,0,0,2,16,13,37,3,3,4,0,0,1,10,10,7,2,2,0,0,3,1,3,1,1,0,4,10,0,0,0,6,6,0,6,6,0,39,29,2,13,14,36,13,9,10,2,2,23,1,0,0,2,3,11,0,0,0,3,0,2,-1,-1,-1,2,2,1,17,14,47,0,0,0,0,1,0,4,2,58,27,25,6,8,7,1,0,4,0,2,1,0,2,4,1,7,16,5,2,7,0,0,0,0,0,1,1,8,10,7,4,1,4,18,8,22,1,1,2,0,0,0,0,1,2,1,2,0,0,1,0,22,17,21,0,1,0,12,10,72,5,7,10,3,1,0,1,4,6,2,1,1,2,2,3,1,2,0,4,7,1,1,2,11,18,14,91,6,10,7,1,0,0,9,11,2,1,1,1,4,2,13,5,7,1,7,6,11,5,4,6,0,3,6,0,1,1,4,4,4,3,2,1,15,10,28,3,3,3,3,2,0,1,2,0,8,11,5,3,5,14,1,2,2,0,0,0,0,0,0,0,2,1,4,6,3,0,0,0,0,0,0,1,2,0,2,0,1,17,16,30,8,8,12,1,2,0,9,9,29,4,11,10,2,4,0,0,1,0,15,12,3,12,10,1,1,1,0,4,0,1,5,3,2,1,4,1,0,0,4,0,1,0,13,18,8,1,3,1,0,2,0,0,0,0,2,8,20,7,2,1,15,14,2,4,9,10,2,0,4,1,0,0,0,1,0,3,2,0,0,2,0,0,0,0,5,9,6,17,13,8,1,0,0,7,9,30,2,4,0,6,11,42,0,3,0,0,1,0,0,1,0,14,9,36,1,2,0
